YEAR,ORG_CODE,TOTAL_EPISODES,ADMISSIONS,MALE_ADMISSIONS,FEMALE_ADMISSIONS,0-14,15-29,30-44,45-59,60-74,75-89,90+
2014,R1G,4501,4495,1862,2638,0,33,9,157,611,2553,1124
2014,R1H,259115,225504,119652,139442,40781,36039,46621,44209,43182,39400,6712
2014,R1J,5570,5469,1654,3916,0,883,460,146,660,2439,969
2014,R1K,185254,157408,84583,100657,20426,22312,29722,32931,34988,37277,6456
2014,RA2,89756,81402,40859,48844,8012,8725,12309,16244,21256,19284,3740
2014,RA3,39448,31836,17986,21461,1200,2503,3739,6655,10816,11797,2707
2014,RA4,45870,41304,20213,25655,3532,4447,4868,6957,11701,11855,2442
2014,RA7,147035,131382,66262,80767,25531,19301,20496,22665,30272,24690,3794
2014,RA9,86898,70702,38162,48734,6752,8954,8858,13655,22086,21955,4389
2014,RAE,129524,119950,55225,74296,15631,21549,22482,22630,24823,19454,2650
2014,RAJ,113196,97696,49257,63939,7421,9895,12389,17913,29926,29628,5569
2014,RAL,82906,70311,40247,42658,7737,7958,12323,15156,18275,16767,3526
2014,RAN,17220,17208,7579,9641,1317,2817,3082,4272,3927,1646,52
2014,RAP,89928,71498,39917,50009,15689,9784,12663,14093,15501,18057,3135
2014,RAS,65906,61852,27022,38883,9479,8772,10932,10312,11527,12207,2300
2014,RAT,2155,1756,1087,1067,27,530,496,406,268,337,91
2014,RAX,76301,66844,27795,48503,10907,8521,17520,8703,11844,14087,3566
2014,RBA,106924,92052,47198,59725,9171,11480,11765,17161,27599,24732,4309
2014,RBD,62773,51920,29262,33508,5103,5699,6220,9110,16660,16886,3041
2014,RBK,78474,64466,32901,45571,8193,10918,11471,11273,15793,17393,3141
2014,RBL,141870,108977,62378,79491,10885,16234,17477,23543,32887,34392,5995
2014,RBN,127893,103210,55635,72258,9980,16066,17724,21174,27762,30020,4464
2014,RBQ,14114,13331,9102,5012,0,607,824,3278,5838,3438,111
2014,RBS,44313,35743,24624,19689,39173,5034,0,0,0,0,0
2014,RBT,86702,73242,36945,49757,8205,10624,10900,14375,19416,19001,3947
2014,RBV,18739,18590,9301,9435,16,1281,1929,5297,7624,2423,91
2014,RBZ,63252,50584,27328,35919,4990,6118,6294,8745,16196,17192,3506
2014,RC1,65147,51842,28680,36458,7299,6393,8081,9579,14441,16211,2962
2014,RC9,114075,95668,48049,66026,15950,15864,18033,17631,20694,21187,3610
2014,RCB,184428,142862,82892,101536,13414,16996,19794,27343,46339,51066,9157
2014,RCD,56027,52447,25526,30500,5649,4363,6237,9389,14436,13691,2169
2014,RCF,73253,61318,30759,42479,6996,8916,9573,10865,16982,16762,2857
2014,RCU,27186,25923,14921,12265,24676,2503,0,0,0,0,0
2014,RCX,95219,77104,41994,53222,7060,9032,9901,13439,24373,26888,4351
2014,RD1,102517,80832,46220,56296,11371,9707,11274,14890,22828,26600,5646
2014,RD3,82748,72532,34867,47881,13741,9764,10238,10592,15544,18070,4507
2014,RD7,97312,81818,44390,52922,14346,10352,14490,14960,18251,20119,4310
2014,RD8,72159,61663,31805,40353,11692,7935,10277,11151,15532,12925,2365
2014,RDD,95951,83196,40239,55701,10321,12868,14597,14208,21124,19548,3075
2014,RDE,113694,95389,51163,62525,12286,11684,12004,15789,29011,28123,4545
2014,RDR,3417,3346,1170,2247,0,64,141,308,578,1660,665
2014,RDU,121055,100992,54980,66074,12011,11816,17223,19803,26490,27845,5166
2014,RDY,9642,8836,4319,5323,44,764,1276,1699,1989,2923,918
2014,RDZ,125086,103063,63072,62006,380,6888,10905,19645,36936,42253,7806
2014,RE9,43167,34943,17538,25629,3113,5190,4480,6877,10415,10767,2183
2014,REF0X,162772,125927,71787,90985,13441,18098,18855,24642,42108,38229,6299
2014,REM,113075,82549,55647,57428,80,9525,13596,24731,32189,29205,3655
2014,REN,3535,3507,1877,1658,0,357,250,835,1556,521,8
2014,REP,42304,41371,4941,37357,9291,15230,12021,2007,954,391,6
2014,RET,11782,11098,5214,6568,0,1228,3125,3837,2761,792,21
2014,RF4,149528,129902,66546,82919,16792,16090,20869,23611,29339,35272,6929
2014,RFF,76858,64650,33593,43265,8220,9194,10149,12262,17558,16769,2558
2014,RFR,83542,78636,34604,48936,6746,11560,10790,13175,18916,19281,2758
2014,RFS,89503,74461,38277,51226,8269,10439,10544,12970,20656,22071,4460
2014,RFW,65469,50039,28545,36923,8805,7803,11044,9694,11708,12696,2909
2014,RGD,2976,2481,1478,1498,7,860,824,581,372,283,39
2014,RGM,24413,23833,14865,9548,20,1672,2391,5658,9403,5060,173
2014,RGN,101316,86467,45335,55978,15059,10641,12667,15175,22184,21622,3672
2014,RGP,69726,59540,31344,38382,6263,6691,6685,9448,17375,19473,3548
2014,RGQ,117187,92571,53061,64124,11232,11786,13050,17741,28630,28833,5554
2014,RGR,80694,62734,35111,45583,7210,7206,8351,11176,19857,22160,4533
2014,RGT,160518,133488,72994,87516,19381,17596,23397,27358,36873,29728,5634
2014,RH5,5706,5072,2328,3378,0,373,518,524,773,2561,941
2014,RH8,163951,125431,76260,87691,13019,14561,17388,24374,43205,43368,7556
2014,RHA,5144,3979,2786,2358,14,950,1349,966,760,895,183
2014,RHM,171704,135676,80999,90702,26405,20383,21383,25772,37616,33572,5610
2014,RHQ,249488,223418,107863,141624,7863,31625,37523,50037,66460,47946,6413
2014,RHU,161328,134550,71083,90245,15108,18702,19524,25676,35944,38489,6853
2014,RHW,120536,101196,51939,68591,14564,12913,17657,17612,26108,26734,4540
2014,RJ10X,157765,144161,74162,83603,27482,22094,31112,28775,26474,17593,1952
2014,RJ2,147750,128155,57418,90329,24321,19614,26705,21108,23775,25752,5498
2014,RJ6,87699,66552,38907,48784,9305,9005,12336,14693,16171,19496,4438
2014,RJ7,137392,111476,65457,71922,19203,15920,22431,22462,27042,25219,4384
2014,RJ8,773,517,440,333,0,167,225,176,122,67,14
2014,RJC,72248,57507,32061,40181,6807,5186,7513,11261,17169,19940,4200
2014,RJD0X,38177,33822,15954,22219,3878,4124,4590,6701,9656,7985,1192
2014,RJE,231115,178710,101273,129832,25918,28306,27652,34806,53422,51672,9016
2014,RJF,83283,69195,34471,48811,8603,9685,10328,12376,18750,19567,3841
2014,RJL0X,125337,110197,55507,69830,11121,13047,12415,19841,31970,28623,3929
2014,RJN,42311,35451,18166,24145,5087,3399,4630,6342,9497,10944,2357
2014,RJR,94793,79503,40216,54574,8679,11460,13364,14357,20449,22256,3850
2014,RJX,170,170,162,8,0,52,72,38,0,0,0
2014,RJZ,259019,217206,113450,145512,29562,30328,43235,45603,51167,48704,8431
2014,RK5,102428,85035,42745,59682,9244,14094,13505,16710,21600,22972,4158
2014,RK9,141125,119589,65759,75362,13871,14863,15742,23552,36914,30879,4891
2014,RKB,178400,149984,78959,99441,18856,20579,23573,29324,40799,36047,6745
2014,RKE,63949,54357,26014,37921,8463,8823,14331,10674,10061,9381,1782
2014,RKL,2885,1804,1846,1039,0,715,960,692,360,132,7
2014,RL1,14925,14373,6904,8021,774,1388,1841,3699,4952,2167,99
2014,RL4,141473,117178,64206,77196,14392,14881,16563,23223,35722,31255,4895
2014,RLN,143015,125612,66071,76942,10843,13144,16255,25514,36345,36449,4332
2014,RLQ,56754,45987,26547,30207,7855,5471,5148,6983,12995,15284,2866
2014,RLT,43545,37141,18118,25427,3087,5159,5649,7044,10204,10145,2167
2014,RLU,23927,23204,4323,19569,8374,6448,6993,839,365,145,7
2014,RLY,2303,2068,1356,947,322,570,560,433,202,188,27
2014,RM1,226636,179383,104114,122520,18074,19992,22780,35668,58925,59646,11247
2014,RM2,118880,98666,52688,66191,11464,13303,17248,21741,27265,23267,3924
2014,RM3,116563,85274,55670,60890,2675,12971,19609,25761,28847,22464,3421
2014,RMC,103192,90628,41860,61332,15411,16078,14651,14011,20306,19424,3053
2014,RMP,64846,51876,28349,36496,7672,7189,8610,11237,13915,13610,2446
2014,RMY0X,3483,2740,1871,1612,15,784,939,952,494,263,36
2014,RN3,102453,88168,44923,57518,12054,10726,14044,17060,23073,21478,3874
2014,RN50X,121186,102978,53617,67568,13970,11424,15788,19308,28207,27121,4908
2014,RN70X,94079,80065,41018,53061,11481,10497,13663,16464,19102,19435,3122
2014,RNA,133717,117043,55990,77726,12130,18065,17398,19866,29936,30748,5101
2014,RNL,100468,90591,48113,52355,9669,8954,10587,16835,26877,24459,2913
2014,RNN,5075,4926,2209,2866,80,214,370,461,855,2383,701
2014,RNQ,90659,80922,39109,51550,9760,11215,11578,14192,20774,19281,3658
2014,RNS,114675,103178,47360,67312,14275,15774,17871,18124,24902,19751,3435
2014,RNU,5205,3852,2408,2797,41,707,708,623,643,1784,698
2014,RNZ,65862,57563,29046,36816,6004,8550,9254,10474,14596,14324,2487
2014,RP1,4909,4909,1935,2131,17,660,665,577,769,1712,509
2014,RP4,50594,40710,27391,23202,45804,4359,170,54,21,0,0
2014,RP5,153224,124484,68410,84813,16902,15093,16903,23933,35139,38598,6072
2014,RP6,37650,37650,18091,19559,1212,2100,2879,6140,12979,11396,843
2014,RP7,1396,1198,709,687,12,291,277,259,285,239,29
2014,RPA,84754,72448,36902,47850,15550,10657,11218,12866,16916,13920,2285
2014,RPC,19648,19618,10538,9110,2189,3090,2826,3996,4003,3123,396
2014,RPG,3451,2747,1939,1512,0,897,1130,869,302,198,30
2014,RPY,22858,22858,11059,11799,2274,1485,2343,5774,8270,2597,73
2014,RQ3,43412,40553,24956,18456,40105,3274,0,0,0,0,0
2014,RQ6,118634,94959,59961,58673,589,13303,15568,25694,33047,27087,3165
2014,RQ8,100254,89834,45152,55102,12474,10184,13064,15613,23057,21598,3896
2014,RQM,76359,69127,33536,42802,18269,9092,15864,9876,10370,8792,1707
2014,RQQ0X,48914,43590,22337,26577,3187,4468,5932,8244,13497,11718,1782
2014,RQW,79309,72119,30744,48540,7542,11391,13401,11488,15065,16827,2984
2014,RQX,70573,57949,26764,43793,10981,13511,18073,10456,7978,7011,1270
2014,RQY,2671,2092,1393,1277,0,752,761,655,273,175,13
2014,RR10X,274255,232073,113962,160282,25520,37885,38650,41787,58291,61281,10260
2014,RR70X,80623,64625,33724,46896,5011,5796,8968,15773,21244,20189,3017
2014,RR8,225705,193392,104157,121548,30559,26182,31074,37950,47734,44438,6599
2014,RRD,2840,2148,1325,1515,20,640,808,630,350,357,35
2014,RRE,2949,2130,1622,1327,0,688,800,664,459,319,19
2014,RRF,91117,81176,42308,48809,6491,8759,10653,16360,25114,21062,2435
2014,RRJ,15219,15219,6824,8395,1009,1846,2019,3651,4326,2266,79
2014,RRK0X,122962,108834,62663,60299,50,14665,18718,27343,31764,25453,4491
2014,RRP,4142,2834,2224,1918,13,1074,1322,816,413,367,101
2014,RRV,179866,168613,81178,98470,20057,26411,39256,36330,37095,16735,1725
2014,RT1,2620,2094,1331,1289,57,660,835,559,311,180,14
2014,RT2,4093,3317,2250,1843,17,1027,1235,943,518,325,19
2014,RT3,41905,37814,24013,17892,5043,3757,5008,9535,12082,6211,196
2014,RT5,7858,7132,3517,4341,16,919,909,903,1084,3047,971
2014,RTD,250186,222416,118770,131413,40975,27619,30806,43938,56736,42893,5018
2014,RTE,185622,150964,81259,104363,18582,20028,22893,28799,46313,42147,6468
2014,RTF,144887,117606,64636,80248,8875,10799,15657,26400,39134,37121,6741
2014,RTG,198705,147555,86101,112594,14210,23153,26024,31685,46412,46992,9477
2014,RTH,224670,202502,106028,118641,28053,24929,30892,38072,52378,41795,6599
2014,RTK,86582,74895,37814,48767,9422,7498,11465,12710,18071,22703,4554
2014,RTP,98556,77008,43749,54806,9890,8961,12794,15177,20320,25304,5708
2014,RTQ,1429,1098,689,740,0,291,334,338,235,207,16
2014,RTR,189061,154518,88374,100687,18844,19274,21478,32881,48004,42098,5702
2014,RTV,3189,2681,1662,1527,7,694,931,769,433,326,23
2014,RTX,108178,91943,48890,59288,10659,9921,11412,17545,27567,26708,4149
2014,RV3,4839,3974,2577,2258,36,1168,1456,1154,532,399,76
2014,RV5,6605,6605,3713,2892,75,1937,2221,1739,481,133,14
2014,RV90X,2336,1765,1198,1138,0,292,554,491,357,503,134
2014,RVJ0X,128595,113206,54809,73776,7176,17629,22037,20868,28454,26118,4778
2014,RVL,120177,103381,49481,70662,13409,13789,21340,17997,21496,26119,5664
2014,RVN,3633,2337,1956,1677,0,714,1041,837,540,456,43
2014,RVR0X,119054,97503,51751,67303,13316,11680,16115,17755,23307,28846,6371
2014,RVV,204368,182964,93922,110440,20430,20127,22179,31862,51213,48862,9362
2014,RVW,99954,83343,43646,56308,9707,9307,11178,18284,24405,22627,3032
2014,RVY,68678,59774,30616,38059,6987,6156,7269,10471,15963,18838,2861
2014,RW1,14885,13851,7256,7629,9,1062,1560,2328,3558,5152,1206
2014,RW30X,224788,184159,103940,120822,51368,32425,31671,32993,38360,30125,3042
2014,RW4,3770,3269,2107,1663,0,779,1396,1021,362,186,23
2014,RW5,4618,3526,2330,2288,19,1131,1283,1099,584,435,60
2014,RW6,239326,201504,105342,133982,28270,28619,31035,40419,53627,48698,7193
2014,RWA,183396,156775,84300,99065,16282,18828,23056,32258,46265,40665,5608
2014,RWD,159402,139848,72742,86654,11737,15032,15994,26148,44507,39062,5911
2014,RWE,298022,245334,131300,166718,26786,36724,41616,48441,69231,63693,10542
2014,RWF,116156,103726,50461,65695,13169,11455,15224,19712,25475,26047,4879
2014,RWG,118032,100757,51550,66479,13562,11681,18201,18115,24191,26638,5214
2014,RWH,111668,96126,50714,60942,14195,11206,14969,17416,23055,25561,5021
2014,RWJ,105485,92828,44525,60960,9919,13089,15090,15781,22403,24382,4461
2014,RWK,5295,3678,3108,2187,30,1671,1882,1079,385,166,8
2014,RWN,3092,2410,1552,1540,10,584,802,644,372,551,125
2014,RWP0X,166078,139022,76944,89130,14070,14776,18493,25615,44966,41169,6588
2014,RWR,2473,1524,1372,1101,36,651,673,561,287,237,24
2014,RWV,2167,1629,1060,1107,0,434,643,493,335,235,22
2014,RWW,97262,80680,42210,55046,9636,11052,12990,16131,22282,21725,3096
2014,RWX,1778,1409,1013,765,0,0,0,0,0,0,0
2014,RWY,140217,123354,55925,84285,15880,19566,20571,21861,28907,28135,4894
2014,RX1,244103,206766,108771,135300,27987,30208,31778,39868,56653,48470,7832
2014,RX2,5611,4150,2882,2729,24,1145,1507,1555,795,496,77
2014,RX3,7857,4908,4402,3442,1148,1934,1974,1327,816,592,59
2014,RXA,2473,2408,1262,1211,18,693,683,569,307,188,15
2014,RXC,120146,102153,54190,65953,10354,9241,10566,17632,30644,34146,7256
2014,RXE,2761,2481,1424,1337,0,390,535,490,416,728,193
2014,RXF0X,196788,163673,86845,109943,19964,24208,26535,32762,44953,41390,6486
2014,RXG,3955,3261,2097,1856,0,606,959,788,720,745,120
2014,RXH,141634,118207,66416,75186,18820,12951,19000,22877,30350,30663,5925
2014,RXKTC,14944,14913,4751,10193,801,1465,2532,4243,4332,1483,49
2014,RXK0X,134229,103361,62198,72030,18058,15936,18678,21390,26684,28326,4634
2014,RXL,133988,108596,63383,70605,10568,12351,13537,23041,35332,33955,4841
2014,RXM,1963,1502,1048,915,0,449,567,424,287,219,10
2014,RXN,151925,133083,66020,85812,15593,21442,22661,24903,34043,28282,4316
2014,RXP,168688,144181,72440,96239,17606,18156,19600,27879,40481,38774,5883
2014,RXQ,109947,101199,47482,62464,15153,12049,15813,17313,23540,21915,3437
2014,RXR,154513,127590,70043,84462,22858,18069,19232,24822,34002,30404,4816
2014,RXT,3832,2443,2243,1589,0,1023,1266,799,450,239,8
2014,RXV,3328,2838,1896,1430,24,806,1073,790,355,238,29
2014,RXW,153520,116103,70739,82781,16716,13776,16214,24570,39507,36071,5821
2014,RXX,3376,2790,1734,1642,213,962,1042,650,283,200,14
2014,RXY,4073,2911,2118,1955,0,899,1087,1002,677,364,34
2014,RY1,861,860,359,502,0,0,0,0,0,0,0
2014,RY3,4754,4298,2069,2685,390,415,173,303,623,2169,675
2014,RY4,4763,4702,1688,3075,0,18,141,493,1027,2405,678
2014,RY5,1756,1756,728,1028,0,31,99,179,610,647,183
2014,RY6,1041,844,404,637,0,0,0,34,124,620,246
2014,RY8,9445,9421,4170,5275,9,641,1209,1517,2120,3137,809
2014,RY9,367,367,134,233,0,0,0,0,58,202,101
2014,RYG,1740,1461,940,800,0,482,490,405,193,146,8
2014,RYJ,203578,174427,88591,114972,19230,22297,42193,38840,42960,30454,4446
2014,RYK,1235,1217,653,582,0,220,329,297,194,176,13
2014,RYR0X,156062,128217,69607,86455,14239,11755,15127,22086,38712,44207,9572
2014,RYV,4869,4835,2446,2423,3705,229,6,58,218,513,136
2014,RYW,4929,4830,2005,2924,913,728,509,391,450,1398,536
2014,RYY,2445,2432,897,1548,0,0,0,109,278,1454,594
2014,TAD,1605,1087,951,654,0,432,495,360,179,120,8
2014,TAE,1969,1564,1133,836,0,559,654,468,155,99,11
2014,TAF,2747,1554,1424,1323,0,642,932,724,318,111,11
2014,TAJ,1561,1561,854,706,0,493,439,312,198,111,6
2015,RTQ,1598,1280,749,849,0,344,397,387,286,158,16
2015,RTV,2956,2380,1587,1369,0,724,842,614,417,319,21
2015,REM,122188,87581,59890,62298,74,9863,14656,27791,34525,31086,4081
2015,RCF,76991,64729,31118,45857,7092,9418,10881,12257,17833,16300,2982
2015,RBS,40690,35083,22741,17948,35958,4721,0,0,0,0,0
2015,ARH01,278,278,140,138,0,0,6,30,113,101,22
2015,RTK,84362,74094,37837,46524,9592,6933,10912,13024,17882,21549,4265
2015,NVC01,2607,2607,1141,1466,0,187,474,762,750,418,15
2015,NYW04,2979,2979,1405,1574,0,171,534,920,973,366,0
2015,NYW03,660,460,288,372,0,74,173,206,126,75,0
2015,NYW02,448,336,175,273,0,57,120,139,92,15,0
2015,NYW20,224,135,96,128,0,6,33,46,68,67,0
2015,NYW01,3813,2273,1636,2177,0,390,900,1234,900,357,20
2015,NYW17,1356,845,553,803,0,0,0,77,509,723,41
2015,RVN,3854,2423,1991,1863,0,727,1117,853,644,461,52
2015,RF4,154990,133948,69178,85779,17507,16835,22954,25367,30635,34504,6580
2015,NTP13,3028,2791,1445,1576,0,67,226,717,1450,559,6
2015,RRP,3552,2468,2035,1517,18,921,1035,760,334,337,83
2015,RFF,77809,67504,34268,43541,9817,9024,10059,12489,17026,16688,2548
2015,R1H,286411,232694,133737,152623,44565,39579,51551,48648,49459,43623,6681
2015,RDD,98522,85395,41536,56969,10355,12752,14907,14368,21948,20772,3217
2015,RC1,70397,55808,31615,38780,7832,6938,8796,10682,15713,17156,3082
2015,NWF01,2667,2667,1117,1550,41,97,202,502,1060,709,42
2015,RWX,3245,3206,1540,1705,50,277,305,311,387,1200,441
2015,NWX11,1639,1639,705,934,0,83,300,482,529,224,10
2015,RXT,3915,2532,2334,1581,0,1196,1230,842,373,210,11
2015,RQ3,44270,41250,24966,19302,40817,3441,0,0,0,0,0
2015,RYW,5322,5248,2336,2986,1628,502,406,304,238,467,166
2015,RXKTC,14227,14212,4436,9791,814,1427,2307,4116,3951,1491,63
2015,RLU,24232,23458,4402,19824,8559,6306,7342,751,317,107,7
2015,TAJ,1732,1732,930,800,0,512,554,370,169,119,0
2015,RXL,135302,110122,64418,70884,10804,12209,12809,24523,36262,33646,4644
2015,NVC31,3409,3409,1598,1809,0,166,561,986,1126,554,15
2015,NT402,2761,2761,1114,1647,0,169,462,744,813,558,14
2015,NT405,2319,2319,1010,1309,0,131,363,544,671,554,54
2015,NT409,548,548,198,350,0,52,115,137,141,89,0
2015,NT414,1858,1858,873,985,0,119,264,470,626,359,14
2015,NT417,3227,3227,1322,1898,0,171,421,840,1052,696,42
2015,NT416,947,947,271,669,0,77,256,300,192,112,0
2015,NT433,1111,1111,445,663,0,57,190,369,339,148,0
2015,NT436,2695,2695,1177,1516,0,215,461,655,772,556,33
2015,NT401,4374,4374,2034,2337,0,303,838,1454,1336,433,8
2015,NT403,6442,6442,2351,4088,0,354,1158,2219,1919,753,33
2015,NT404,4889,4889,2148,2741,0,350,1130,1716,1267,395,23
2015,NT406,1915,1915,919,996,0,232,584,555,401,136,0
2015,NT408,2485,2485,948,1537,0,181,370,604,754,534,39
2015,NT410,1077,1077,543,528,0,71,237,315,337,108,0
2015,NT411,3142,3142,1302,1836,0,304,701,1019,782,319,15
2015,NT412,2881,2881,1341,1538,0,165,457,828,984,424,19
2015,NT413,1556,1556,601,955,0,79,232,428,480,325,0
2015,NT418,3556,3556,1437,2111,0,336,729,1081,974,414,21
2015,NT419,1243,1243,606,637,0,43,142,227,373,429,23
2015,NT420,4592,4592,2166,2416,0,405,992,1390,1254,524,19
2015,NT421,1923,1923,708,1194,0,130,368,690,455,263,7
2015,NT422,4388,4388,2134,2235,0,684,1427,1236,792,218,7
2015,NT423,876,876,394,479,0,51,178,290,266,78,0
2015,NT424,3366,3366,1614,1746,0,221,643,1151,1002,337,7
2015,NT427,1923,1923,756,1162,0,155,370,628,550,205,0
2015,NT428,844,844,351,493,0,75,191,288,234,33,0
2015,NT429,1047,1047,389,651,0,99,269,301,251,118,0
2015,NT430,3261,3261,1509,1751,0,157,409,737,1115,801,34
2015,NT431,915,915,425,488,0,82,173,256,275,125,0
2015,NT432,1360,1360,745,614,0,29,100,249,585,367,19
2015,NT434,1178,1178,485,693,0,85,259,428,327,75,0
2015,NT435,420,420,213,206,0,16,72,111,154,41,0
2015,NT437,221,221,93,128,0,9,15,60,72,39,0
2015,NT438,1646,1646,666,979,0,118,283,428,469,327,14
2015,NT439,1649,1649,746,903,0,129,357,593,456,109,0
2015,NT443,1598,1598,800,795,0,41,116,357,627,440,14
2015,NT440,1569,1569,639,924,0,130,304,537,453,136,0
2015,NT441,2994,2994,1429,1562,0,249,625,912,928,269,0
2015,NT497,3252,3252,1386,1850,0,180,479,912,1091,558,29
2015,NTX19,0,0,0,0,0,0,0,0,0,0,0
2015,NT455,377,377,161,216,0,28,62,141,101,18,0
2015,NT490,1130,1130,446,681,0,25,41,103,353,560,47
2015,NT446,1170,1170,616,554,0,52,155,269,446,238,7
2015,NT451,1882,1882,683,1187,0,200,444,634,418,177,0
2015,NT447,858,858,440,418,0,72,118,254,284,126,0
2015,NT445,2101,2101,938,1163,0,261,477,675,528,149,0
2015,NT448,1925,1925,1101,824,0,139,345,635,616,184,6
2015,NT449,1642,1642,595,1047,0,92,266,525,528,220,0
2015,NT450,1163,1163,623,540,0,92,105,246,417,285,8
2015,NT457,4687,4687,2068,2610,0,349,769,1447,1370,715,33
2015,NLL11,727,698,366,361,0,0,0,61,192,331,130
2015,NVC24,3938,3938,1874,2064,0,148,366,790,1393,1180,51
2015,RMC,102139,90696,41374,60762,15322,16507,15125,13729,19699,18515,2965
2015,NVC27,3489,3489,1508,1981,0,208,468,1010,1141,639,23
2015,TAD,1503,1049,856,647,0,414,470,357,168,82,0
2015,RAE,129474,121286,54782,74688,15622,20806,22639,22532,25021,19920,2704
2015,RXH,142945,119991,67597,75346,18306,12801,18844,23802,31590,30575,5862
2015,RXQ,112394,103629,48727,63667,15224,11995,16216,18102,24288,22337,3627
2015,RJF,84829,69383,35217,49612,8902,9921,10457,12230,19090,20100,4042
2015,RWY,140615,122119,58677,81936,16387,17049,18531,23337,30611,29091,5224
2015,NLL17,630,627,323,307,0,0,0,54,156,327,91
2015,RGT,179277,139881,80846,98417,18950,19291,25228,30669,41259,34842,6986
2015,RT1,3480,2878,1664,1816,48,788,810,636,415,597,183
2015,RYV,4576,4572,2430,2146,4201,240,0,9,45,43,7
2015,RV3,5119,4267,2738,2374,37,1081,1382,1141,623,671,149
2015,RW3-X,221720,185416,102439,119269,52826,31670,32052,32032,37941,27052,2841
2015,RQM,150500,125987,65883,84532,28859,17584,28557,21091,23249,22716,4825
2015,RXA,2485,2223,1241,1244,17,657,653,620,305,213,17
2015,RFS,89680,75884,38568,51112,8437,10898,10461,13638,21074,21197,3830
