YEAR,ORG_CODE,TOTAL_EPISODES,ADMISSIONS,MALE_ADMISSIONS,FEMALE_ADMISSIONS,0-14,15-29,30-44,45-59,60-74,75-89,90+
2017,NTPAE,1570,1200,500,705,0,0,35,125,620,735,50
2017,NTPAT,0,0,0,0,0,0,0,0,0,0,0
2017,NTPH1,7510,6570,3040,3530,0,290,710,1690,2720,1995,100
2017,NTPH2,10085,9320,4270,5050,0,1235,1975,2600,2760,1450,55
2017,NTPH3,4590,4165,1870,2295,0,705,970,1245,1110,545,10
2017,NTPH4,0,0,0,0,0,0,0,0,0,0,0
2017,NTPH5,5925,5180,2275,2905,0,230,570,1365,2325,1380,50
2017,NTV01,85,85,30,50,0,0,0,0,10,40,30
2017,NTV0O,280,280,100,180,0,0,0,10,40,150,80
2017,NTV0S,525,525,210,315,0,0,0,10,70,295,145
2017,NTX01,665,665,370,295,0,50,145,235,185,45,0
2017,NTX06,295,295,150,145,0,15,65,115,80,25,0
2017,NTX09,320,320,135,185,0,10,50,115,95,45,0
2017,NTX11,2995,2995,1430,1565,0,215,620,1125,785,235,0
2017,NTX12,1195,1195,560,630,0,110,275,410,295,95,0
2017,NTX19,130,130,60,70,0,0,35,35,45,10,0
2017,NV302,5070,5070,2160,2910,0,355,790,1405,1645,835,25
2017,NV313,33060,33060,14560,18475,0,3435,5290,8735,9265,5665,350
2017,NV323,4720,4720,1820,2900,0,470,1030,1525,1175,485,20
2017,NVC01,1865,1865,865,1000,0,130,340,475,555,345,20
2017,NVC02,1925,1925,870,1055,0,135,320,540,565,340,15
2017,NVC04,5685,5685,2750,2935,0,320,715,1325,2135,1150,35
2017,NVC05,6425,6425,2750,3675,0,440,1240,2100,1935,685,15
2017,NVC06,7885,7885,3435,4445,0,730,1570,2220,2260,1055,35
2017,NVC07,7100,7100,3105,3995,0,525,1070,1945,2220,1265,45
2017,NVC08,3880,3880,1555,2320,0,280,590,1080,1300,605,15
2017,NVC09,6060,6060,2785,3270,0,370,1015,1785,2005,860,15
2017,NVC0M,30,30,15,15,0,0,0,10,0,10,0
2017,NVC0R,530,530,255,275,0,55,110,150,150,60,0
2017,NVC11,2290,2290,965,1325,0,175,350,685,735,320,15
2017,NVC12,4590,4590,2180,2410,0,465,995,1480,1195,400,10
2017,NVC13,5460,5460,2390,3070,20,410,840,1390,1860,900,35
2017,NVC14,945,945,335,610,0,75,130,335,320,85,0
2017,NVC15,4725,4725,2145,2580,0,330,895,1340,1325,780,35
2017,NVC16,4870,4870,2040,2830,0,340,715,1445,1485,845,25
2017,NVC17,5700,5700,2255,3440,0,350,750,1580,1830,1145,35
2017,NVC18,6415,6415,3110,3300,0,460,965,1655,2135,1155,30
2017,NVC19,9855,9855,4145,5710,0,800,1885,2770,2805,1540,40
2017,NVC20,13535,13535,6085,7450,0,1050,2405,3700,4060,2180,110
2017,NVC21,4730,4730,1775,2960,0,365,925,1375,1335,690,30
2017,NVC22,3090,3090,1420,1665,0,250,545,985,950,350,10
2017,NVC23,7845,7845,3425,4425,0,510,1360,2160,2425,1340,45
2017,NVC25,3115,3115,1420,1695,0,120,295,920,1235,525,15
2017,NVC27,2800,2800,1225,1575,0,165,350,745,920,600,20
2017,NVC28,1695,1695,790,905,0,90,170,470,670,290,0
2017,NVC29,3590,3590,1765,1825,0,345,810,1250,960,215,0
2017,NVC31,4785,4785,2215,2570,0,390,955,1405,1415,585,20
2017,NVC35,6630,6630,3175,3455,0,690,1440,2095,1705,670,20
2017,NVC40,5550,5550,2490,3055,0,520,965,1600,1575,835,30
2017,NVC44,1815,1815,770,1040,0,265,335,415,460,315,15
2017,NVG01,3905,3905,1935,1970,0,300,815,1195,1110,465,10
2017,NVM01,2980,560,190,370,0,175,405,675,870,765,80
2017,NVM02,2235,365,165,195,0,115,270,455,660,660,70
2017,NW612,555,555,260,300,0,25,105,155,135,125,0
2017,NWF01,2505,2505,1010,1495,0,85,170,505,1045,675,20
2017,NWX11,2900,2900,1085,1815,0,140,505,875,945,410,10
2017,NXM01,4185,4185,1725,2460,0,105,290,925,1865,970,25
2017,NXM04,1240,1240,540,700,0,35,165,335,490,205,0
2017,NXP02,90,90,45,45,0,0,10,30,30,10,0
2017,NXP04,785,785,580,205,0,20,240,205,220,100,0
2017,NXP08,0,0,0,0,0,0,0,0,0,0,0
2017,NXP09,30,30,10,15,0,0,0,0,10,0,0
2017,NXP13,420,420,170,245,0,10,75,160,115,60,0
2017,NXP17,670,670,400,270,0,20,105,135,200,190,15
2017,NXP20,150,150,40,105,0,0,20,55,40,30,0
2017,NXP21,285,285,285,0,0,15,220,50,0,0,0
2017,NXP30,0,0,0,0,0,0,0,0,0,0,0
2017,NXP33,0,0,0,0,0,0,0,0,0,0,0
2017,NXP37,25,25,15,10,0,0,0,10,0,0,0
2017,NXP40,20,20,10,10,0,0,0,0,10,0,0
2017,NXP41,15,15,0,10,0,0,0,0,0,0,0
2017,NY601,1370,1370,510,840,0,55,205,465,410,225,10
2017,NYG26,0,0,0,0,0,0,0,0,0,0,0
2017,NYG29,135,135,70,65,0,0,15,30,40,40,0
2017,NYG30,45,45,25,25,0,0,0,10,20,15,0
2017,NYG31,380,380,215,165,0,20,50,65,115,120,10
2017,NYG32,1550,1550,835,715,0,55,140,245,505,540,65
2017,NYW01,4430,2435,1020,1415,0,385,925,1570,1140,370,10
2017,NYW02,545,385,175,210,0,80,120,155,135,45,0
2017,NYW03,1375,870,410,465,0,110,360,470,295,120,0
2017,NYW04,3010,3010,1455,1555,0,175,500,1015,965,345,0
2017,NYW17,1350,905,375,530,0,0,0,85,480,740,35
2017,R0A,366190,304465,138495,165950,69225,44930,52015,56985,70455,54565,7460
2017,R1A,8400,7750,4165,3585,1180,1905,665,635,915,2265,820
2017,R1C,1115,1110,445,665,0,0,0,40,195,600,270
2017,R1D,2735,2735,1195,1540,750,55,80,95,275,1095,375
2017,R1E,5475,5435,1900,3535,0,175,465,1110,1765,1655,300
2017,R1F-X,34355,28105,12800,15305,3110,2640,2785,4660,9050,9685,1920
2017,R1H,312065,238060,110220,127830,44385,40170,54180,52800,55850,48405,7785
2017,R1J,2785,2785,1110,1680,0,120,65,75,375,1515,640
2017,R1K,208245,165690,77050,88630,15090,21865,31515,40080,42270,47670,8560
2017,R1L,5155,4130,1910,2220,20,1230,1170,980,725,815,185
2017,RA2,91505,82255,37095,45115,8765,9595,12540,16220,20875,19100,3775
2017,RA3,38930,29110,13580,15530,1015,2005,2930,6280,10880,12280,3045
2017,RA4,52435,46900,20665,26235,4140,4565,5320,8180,12800,14435,2880
2017,RA7,158550,138170,62025,76120,27605,19150,20750,22895,33200,26635,3905
2017,RA9,106075,79490,35300,44185,7105,9700,10185,17685,26345,27595,6205
2017,RAE,143455,127890,52440,75445,18680,22980,24645,23895,26380,21950,3550
2017,RAJ,122480,104265,44560,59705,7425,9740,12645,19385,33110,31910,5950
2017,RAL,203145,175710,73670,102035,19445,21775,35580,32340,41240,41980,9380
2017,RAN,17300,17295,7420,9875,1285,2455,3000,4360,4310,1795,55
2017,RAP,91930,76675,33460,43205,17170,8820,11925,14395,15785,17410,3035
2017,RAS,68710,64215,26300,37915,10675,8075,11740,10100,12185,13195,2375
2017,RAX,88950,77175,28215,48955,13810,9455,18755,10420,13475,16230,4420
2017,RBA,118875,97955,42305,55645,9625,12500,12150,20140,29620,28600,5355
2017,RBD,66455,55905,25610,30295,5165,5515,6170,10650,17055,18025,3190
2017,RBK,85145,67360,27330,40035,7360,11135,12270,13600,17575,18860,3305
2017,RBL,156655,111855,48570,63285,10145,14960,18390,26850,36925,39545,7425
2017,RBN,157285,121580,52835,68745,10560,18555,21625,28925,33955,37565,5800
2017,RBQ,14670,13530,8760,4755,0,605,825,3275,6125,3680,115
2017,RBS,46720,41730,23120,18615,41395,5090,0,0,0,0,0
2017,RBT,92640,79910,33940,45970,8975,10880,11275,16380,19745,21115,3870
2017,RBV,21865,21685,10595,11085,10,1545,2060,5730,8955,3105,105
2017,RBZ,57565,49150,21525,27625,5325,5420,5595,8275,15235,15015,2555
2017,RC1,78605,62700,28670,34030,7410,7200,9760,13160,17540,19235,3725
2017,RC9,134500,112000,44625,67375,18010,17800,21805,19765,24715,25490,4530
2017,RCB,206605,158005,69470,88535,15215,18605,21055,30815,53075,55695,10760
2017,RCD,60515,56575,26320,30255,6150,4205,6260,10970,15280,14780,2585
2017,RCF,70855,61775,25770,36005,6845,7010,8840,12215,17470,15420,2460
2017,RCU,25970,24975,13860,11115,23370,2590,0,0,0,0,0
2017,RCX,106590,85660,36540,49120,7225,9575,10475,15315,27410,30555,5370
2017,RD1,116415,88495,38550,49945,12355,10425,12660,17185,26705,30275,6560
2017,RD3,90070,78255,34130,44130,13425,9135,10365,13760,17420,19975,4840
2017,RD8,80840,70975,31535,39435,12710,8175,10845,12390,17935,15055,2785
2017,RDD,121085,104110,43805,60290,10550,16305,18290,20065,26695,24560,4365
2017,RDE,113165,95395,44685,50705,12700,9150,10315,15380,29720,28640,4950
2017,RDR,4230,4210,1570,2640,0,0,10,105,530,2465,1115
2017,RDU,246470,195935,88850,107085,27130,22580,33480,39220,51835,58625,12400
2017,RDY,7750,6695,2900,3790,10,785,935,1295,1540,2360,760
2017,RDZ,128125,104555,51490,53060,305,7940,11435,22275,36330,40025,8080
2017,RE9,45205,35675,14875,20800,2680,4785,5310,7340,11415,11095,2300
2017,REF-X,174820,130095,56695,73400,13855,17385,18955,28485,45105,41445,7060
2017,REM,128565,94720,46285,48435,70,10645,15270,27850,36130,32165,4480
2017,REN,6860,6835,3605,3230,0,335,450,1575,3020,1330,30
2017,REP,42205,42000,4380,37620,8590,15045,12720,1920,920,360,15
2017,RET,11960,11175,4875,6295,0,1210,2740,4115,2950,785,30
2017,RF4,163870,137485,58140,79330,17265,17075,24060,27270,33180,36235,7970
2017,RFF,84040,70845,31420,39425,7110,9205,10260,14315,19915,19330,3090
2017,RFR,81530,67420,27470,39945,6080,10405,10115,12430,17770,18525,3220
2017,RFS,95585,80250,33700,46550,8430,10620,10645,16190,22330,22830,4390
2017,RGD,2195,1725,875,845,0,675,660,415,255,155,0
2017,RGM,24560,23720,14205,9520,10,1470,2325,5755,9170,5300,200
2017,RGN,162065,131695,59940,71750,19050,14550,19255,24105,38595,37735,7460
2017,RGP,74810,62870,28330,34545,5885,5935,6635,10600,18810,22690,4065
2017,RGQ,125980,98340,44290,54045,12005,11215,12690,18490,31560,32345,6165
2017,RGR,89105,63330,28630,34695,7425,6730,8345,12780,21280,26255,5540
2017,RGT,189860,143950,66225,77720,19270,18795,24075,31405,44025,39135,8120
2017,RH5,4185,3680,1470,2210,10,425,370,370,545,1725,735
2017,RH8,171475,123535,57515,66020,13585,12775,15920,25855,45790,47660,9015
2017,RHA,4545,4210,2230,1975,15,760,1105,805,705,885,230
2017,RHM,191790,148840,70745,78085,25490,21485,23150,30630,42715,37700,6565
2017,RHQ,282755,239630,102460,137170,8375,34645,40590,57180,75320,55505,7560
2017,RHU,169870,137780,61315,76465,15000,16980,18880,28765,39225,40750,8060
2017,RHW,160195,107830,46130,61695,17145,16020,21575,22855,34015,39415,8630
2017,RJ1-X,180965,167335,79290,88040,33095,23440,32910,33570,30730,19045,2130
2017,RJ2,175515,137740,55600,82130,26040,20330,29125,27330,30325,33530,7740
2017,RJ6,84950,64630,28115,36515,10595,8285,11810,14250,15745,18110,3980
2017,RJ7,164985,129940,62110,67825,21495,18610,26355,28945,31615,29555,5530
2017,RJ8,5385,4960,2135,2825,0,195,280,415,960,2635,885
2017,RJC,85250,65310,28065,37235,8345,6075,8960,12340,20390,23445,5430
2017,RJE,273915,215720,94805,120870,24050,30165,31995,45065,67755,63590,10820
2017,RJF,99375,72020,30660,41355,10335,9840,11505,15675,22295,24760,4865
2017,RJL-X,119665,108600,48515,60085,10065,11895,12410,19305,31220,29885,4545
2017,RJN,41885,35230,15405,19830,5015,2925,4195,5740,9325,12070,2300
2017,RJR,97265,80575,33695,46875,9040,11015,14090,14030,21060,22815,4355
2017,RJZ,259010,209485,90445,119015,27110,26745,40935,46260,52025,49435,9705
2017,RK5,111600,93105,38920,54185,9030,14135,14065,18175,25245,26025,4695
2017,RK9,160625,121740,56070,65665,14990,15415,16305,25965,41740,38990,6710
2017,RKB,197335,169055,72520,96540,21545,22415,26640,34015,44545,37795,7180
2017,RKE,52985,46005,18625,27370,7405,6080,10795,9445,8395,8025,1610
2017,RKL,2495,1525,850,675,0,675,790,675,260,90,0
2017,RL1,15135,14495,6705,7790,765,1400,1570,3695,4950,2335,115
2017,RL4,159635,129200,55530,73575,15305,16005,18105,26685,40320,35665,5500
2017,RLN,138215,117340,56270,61070,10875,11430,14250,24380,37835,34475,4215
2017,RLQ,68370,53075,25490,27585,7270,5095,5590,9515,17300,19630,3785
2017,RLT,44960,39195,16150,23045,3365,4500,5840,7530,10630,10735,2110
2017,RLY,2210,2040,1180,860,385,565,440,310,215,230,45
2017,RM1,225330,177385,82170,95210,17255,19350,22180,36270,60585,56305,10640
2017,RM3,132155,96535,44455,52075,2675,13730,20365,28865,31995,26755,4430
2017,RMC,97265,87070,34665,52405,15295,15100,14025,12780,18150,17205,2950
2017,RMP,65250,52605,22685,29920,8205,6830,8100,10920,14015,14245,2765
2017,RMY-X,3635,2775,1335,1445,10,950,905,830,590,330,15
2017,RN3,114945,94700,41430,53270,10765,10985,14880,19600,26920,25510,4785
2017,RN5-X,123945,105160,45640,59515,12460,12060,16540,20890,27675,28300,5535
2017,RN7-X,97845,85380,37560,47815,12885,9330,14110,16675,20785,20060,3340
2017,RNA,129370,112740,45465,67270,10465,17170,16805,18635,28140,31260,5855
2017,RNL,86055,76710,35080,41630,9155,7175,8380,13760,22535,20760,3050
2017,RNN,5370,4990,2290,2695,15,365,495,540,915,2300,720
2017,RNQ,103710,92160,39700,52460,9495,11210,12050,18720,24390,22770,4340
2017,RNS,125380,111765,45845,65915,15295,16360,19280,18885,27115,22905,4070
2017,RNU,3715,3010,1325,1685,40,635,540,535,450,1070,440
2017,RNZ,68290,58595,25155,33440,5860,8215,9350,11350,15200,15530,2630
2017,RP1,3055,3055,1120,1430,20,425,370,370,485,1020,360
2017,RP4,53315,41775,21845,19920,47320,4700,190,90,35,0,0
2017,RP5,151735,126105,55765,70340,12490,15520,17390,25120,35950,37900,6725
2017,RP6,37225,37225,17905,19315,1165,2130,3020,6450,13235,10175,675
2017,RP7,1300,1110,610,500,0,335,285,285,190,135,0
2017,RPA,109430,82070,35955,46100,14575,11730,13805,16555,24515,23665,4325
2017,RPC,21540,21525,11395,10130,2190,3260,3045,4230,4425,3745,490
2017,RPG,3070,2470,1380,1095,55,855,955,705,290,140,25
2017,RPY,23555,23555,11480,12075,2340,1200,2305,6100,8475,2655,65
2017,RQ3,67530,63805,27245,36550,48745,9250,7135,655,285,120,0
2017,RQ6,120565,92485,46065,46420,690,11245,14370,25740,34760,28230,3660
2017,RQ8,113410,94640,42680,51955,12315,10610,13905,17240,26150,26920,5140
2017,RQM,158590,135135,58355,76725,30190,17350,28820,21505,24650,24300,5185
2017,RQW,77960,69830,26240,43570,7705,10670,12965,11190,15430,16170,3065
2017,RQX,80120,67220,24685,42530,10360,14085,20775,13210,9470,7595,1315
2017,RQY,3270,1045,560,485,25,965,960,820,310,135,0
2017,RR1-X,304815,251465,107180,144285,26505,36075,40740,49640,67385,70460,13290
2017,RR7-X,83970,63980,26560,37410,4615,5165,8225,17420,22935,21650,3295
2017,RR8,238935,197525,90340,107175,35555,27095,31910,39335,50460,45510,7645
2017,RRE,2655,1970,990,980,0,595,830,600,400,190,10
2017,RRF,96510,85240,39075,46160,5875,8690,10955,19260,26240,21615,2820
2017,RRJ,14680,14680,6560,8120,885,1920,1840,3470,4365,2075,75
2017,RRK-X,137345,118950,60690,58255,60,16455,18930,29725,34920,28285,5095
2017,RRP,3520,2570,1395,1180,20,960,1000,695,345,345,75
2017,RRV,184060,167750,77745,89615,19535,25240,34655,37845,41270,20200,2345
2017,RT1,2145,1675,795,880,45,595,610,435,285,170,10
2017,RT3,42325,39670,21630,18040,4950,3525,5280,9645,11800,6110,235
2017,RT5,10355,6075,2765,3315,15,1570,1640,1470,1610,2975,865
2017,RTD,249720,218550,104045,114500,35575,26385,29755,43225,59750,43160,5605
2017,RTE,191245,160695,69895,90790,18610,19460,23340,31090,47495,43275,7635
2017,RTF,155880,119205,52385,66815,9365,10285,15180,27395,42880,41555,8255
2017,RTG,207235,164300,71020,93280,19250,21375,25610,35000,48280,45155,9130
2017,RTH,229715,200690,95600,105085,29195,24305,30725,39260,50490,43940,7495
2017,RTK,87625,76330,34570,41760,9345,6975,10730,13370,19245,22295,5065
2017,RTP,144295,87990,38505,49485,12290,11495,17830,22335,30625,38305,9025
2017,RTQ,1865,1365,700,665,0,415,485,475,290,175,15
2017,RTR,184115,154890,71375,83515,17485,16580,20640,32545,48255,40405,5075
2017,RTV,3200,2740,1515,1220,0,855,895,660,430,280,15
2017,RTX,107115,89945,41310,48625,10310,8725,10465,17675,28320,27260,4170
2017,RV3,4565,4115,2110,2005,25,940,1250,965,585,580,170
2017,RV5,5245,5245,2895,2345,55,1680,1775,1245,380,95,10
2017,RV9-X,2065,1620,860,765,0,445,480,520,250,255,85
2017,RVJ-X,158985,134140,56550,77585,6545,19520,27105,27335,35940,34220,6920
2017,RVN,4025,2735,1400,1330,0,765,1220,900,595,395,35
2017,RVR-X,120950,101575,43880,57690,12535,11075,15895,19300,24810,28870,6470
2017,RVV,211300,173770,78280,95480,19785,20710,23110,32515,53600,50925,9400
2017,RVW,116825,92315,40640,51680,11280,10580,12965,20995,28595,27245,3770
2017,RVY,60960,52500,24275,28225,6855,4645,5665,8125,14195,17550,2980
2017,RW1,12295,11120,5380,5740,25,1195,1480,1935,2705,3800,1070
2017,RW4,3475,2920,1615,1300,0,800,1120,870,360,160,10
2017,RW5,4865,3195,1600,1590,15,1210,1445,1090,660,385,50
2017,RW6,232500,193850,87405,106445,28510,22075,27880,38835,54770,48280,7200
2017,RWA,183465,155030,70875,84155,16335,19350,22235,33030,47180,39220,5615
2017,RWD,168935,147390,65220,82160,14215,15445,16525,28575,46055,40325,6315
2017,RWE,322890,270145,119475,150670,33895,37920,42950,55075,73195,65855,10860
2017,RWF,127610,111520,48750,62740,13000,12400,16015,23360,26645,29400,5810
2017,RWG,122215,102830,44570,58255,12715,11295,17605,21525,24885,28070,5700
2017,RWH,127345,115185,50905,64280,14575,11015,15780,24780,29715,26520,4635
2017,RWJ,104615,89975,39990,49985,10755,10430,13480,15970,22865,25550,4530
2017,RWK,8510,5700,3095,2605,30,2520,2670,1905,600,340,45
2017,RWP-X,180565,150130,68390,81725,12890,13495,17505,29635,49650,48235,7520
2017,RWR,3130,1865,905,960,35,895,820,680,395,250,25
2017,RWV,1775,1775,865,910,0,395,455,390,315,180,15
2017,RWW,92635,75805,33055,42750,9305,10670,12075,16145,20830,19520,2975
2017,RWX,3065,3065,1450,1615,10,285,300,285,440,1270,470
2017,RWY,132420,114515,49770,64740,15255,13595,15835,22360,31245,27985,5650
2017,RX1,276465,218420,95890,122495,28685,32285,35765,45550,64530,57770,9885
2017,RX2,4035,3140,1490,1645,10,970,1045,990,635,320,30
2017,RX3,7945,6065,3485,2570,1060,2160,1975,1280,810,600,40
2017,RX4,3540,2300,1270,1025,35,770,970,770,530,415,45
2017,RXA,2690,2415,1215,1200,20,795,685,615,345,200,20
2017,RXC,122185,102385,45825,56560,10080,9010,10370,17915,31695,35695,7075
2017,RXE,2485,2255,1050,1200,0,355,485,365,480,620,180
2017,RXF-X,196355,159060,68215,90840,20295,24430,24835,31030,43660,41425,7330
2017,RXG,2965,2470,1270,1205,0,475,710,620,485,500,90
2017,RXH,152075,124250,58635,65610,19215,12625,18535,26300,33305,32155,6765
2017,RXK-X,131540,97995,43755,54225,17420,14710,17600,19935,25400,28255,4975
2017,RXKTC,14915,14890,4490,10400,835,1085,2355,4680,4370,1355,30
2017,RXL,136820,107875,51350,56520,10510,10775,12330,23920,37875,36000,4895
2017,RXM,2005,1445,735,710,0,405,565,450,350,215,15
2017,RXN,148440,130045,55180,74795,16630,19740,20630,23975,32915,28695,4225
2017,RXP,144325,119300,50615,68680,17145,14990,15795,22090,33625,33750,6000
2017,RXQ,116605,110035,47945,62090,15860,11415,15790,19595,25240,23580,3355
2017,RXR,154370,131900,59530,72365,22685,16110,18810,25230,34890,30015,4710
2017,RXT,3075,2205,1145,1060,0,685,1190,680,325,170,0
2017,RXW,163805,127380,58420,68960,14345,13870,16140,27250,43500,40085,6430
2017,RXX,2285,2135,1135,1000,200,920,565,335,165,80,0
2017,RXY,4390,3430,1790,1640,0,1260,1150,1015,620,320,25
2017,RY1,310,310,120,185,0,0,0,0,0,0,0
2017,RY3,4375,3555,1570,1985,125,390,155,220,770,1895,780
2017,RY4,2060,2050,810,1240,0,0,30,105,355,1130,430
2017,RY5,1235,1235,525,710,0,0,60,60,480,490,90
2017,RY6,665,515,215,300,0,0,10,30,95,390,135
2017,RY8,8355,8350,3935,4415,0,545,1095,1450,2020,2560,675
2017,RY9,345,345,125,215,0,0,0,10,40,200,95
2017,RYG,2495,2495,1390,1105,275,765,660,440,200,115,10
2017,RYJ,246390,213300,85570,127720,22070,24435,48945,48240,51885,35925,5445
2017,RYK,1085,1070,560,510,0,280,320,235,140,100,10
2017,RYR-X,165450,134100,60740,73355,14295,12250,15805,23175,41135,47405,10200
2017,RYV,3725,3725,1980,1740,3515,190,0,0,0,0,0
2017,RYW,1590,1215,535,680,180,115,0,40,185,665,275
2017,RYY,2325,2325,875,1450,0,0,0,50,305,1325,640
2017,TAD,1465,985,530,455,0,365,410,295,195,70,10
2017,TAJ,1395,1395,775,615,0,385,410,350,120,90,0
2018, RTQ ,1800,1185,610,575,0,390,455,450,315,165,10
2018, REM ,140215,105140,50235,54900,55,12300,17685,31370,39875,34150,4595
2018, RCF ,73020,65565,27525,38035,7160,7045,9155,12855,18115,16060,2470
2018, RBS ,48060,42595,24210,18385,42620,5400,0,0,0,0,0
2018, RTK ,83860,74335,32885,41450,9385,6820,10905,12910,18080,21205,4375
2018, NVC01 ,2180,2175,1015,1165,0,150,370,530,650,435,40
2018, NYW04 ,2790,2790,1375,1415,0,165,545,890,865,310,10
2018, NYW03 ,1205,780,390,390,0,110,300,435,245,110,0
2018, NYW02 ,595,445,170,275,0,65,140,150,105,40,0
2018, NYW20 ,110,85,45,40,0,0,0,10,45,50,0
2018, NYW01 ,4510,2435,1045,1390,0,345,985,1620,1095,445,20
2018, NXP37 ,30,30,15,20,0,0,0,10,0,0,0
2018, NYW17 ,1790,1135,495,640,0,0,0,75,635,1000,75
2018, RVN ,3810,2525,1255,1265,10,730,1150,960,490,395,35
2018, RF4 ,161295,133115,56500,76595,17045,14845,21630,25880,31900,34995,7660
2018, NTP13 ,2665,2440,1130,1310,0,45,190,640,1210,575,0
2018, RFF ,87915,73640,32430,41210,7040,9495,10760,15055,20805,20600,3165
2018, R1H ,328440,256575,119530,137040,46665,41725,58725,58550,61475,50115,7975
2018, RDD ,141945,118145,50730,67390,10235,18910,21655,23805,30475,29430,5175
2018, RC1 ,84260,65325,29535,35790,7315,7430,10395,14980,19170,20875,3925
2018, NWF01 ,2375,2375,1025,1350,0,85,175,460,1005,630,10
2018, RWX ,3135,3135,1435,1700,0,280,300,290,465,1290,495
2018, NWX11 ,2480,2480,905,1580,0,110,385,725,800,425,25
2018, RXT ,3395,2245,1115,1125,0,830,1255,730,375,170,15
2018, RYW ,4550,3810,1755,2055,210,265,200,340,620,2130,790
2018, RXKTC ,9370,9355,3615,5735,335,1040,1865,3085,2050,840,40
2018, RQ3 ,70080,65635,29000,36625,51145,9550,7545,700,300,100,0
2018, TAJ ,1360,1360,740,610,0,395,420,285,130,100,10
2018, RXL ,135750,105525,50135,55385,11015,10065,11715,23580,37620,35950,5250
2018, NVC31 ,4790,4790,2340,2450,0,410,960,1270,1450,685,20
2018, NHW04 ,0,0,0,0,0,0,0,0,0,0,0
2018, NT402 ,1800,1800,810,990,0,85,180,420,595,495,25
2018, NT405 ,1180,1180,535,645,0,85,210,290,320,250,25
2018, NT409 ,1700,1700,570,1135,0,195,365,475,410,235,15
2018, NT414 ,1205,1205,500,700,0,95,255,395,325,125,0
2018, NT417 ,3005,3005,1205,1795,0,115,240,595,965,1000,80
2018, NT416 ,1190,1190,515,675,0,100,260,325,355,140,0
2018, NT433 ,1110,1110,445,665,0,35,145,305,380,230,15
2018, NT436 ,4195,4195,1765,2430,0,375,935,1115,1020,695,45
2018, NT401 ,5165,5165,2320,2845,0,335,855,1590,1555,770,55
2018, NT403 ,7275,7275,2845,4430,0,295,1075,2515,2435,920,25
2018, NT404 ,5345,5345,2515,2810,0,415,1285,1780,1400,445,10
2018, NT406 ,2265,2265,1105,1155,0,335,750,585,390,175,10
2018, NT408 ,2710,2710,1165,1545,0,200,335,575,925,645,30
2018, NT410 ,795,795,390,405,0,55,115,170,315,140,0
2018, NT411 ,3235,3235,1325,1910,0,370,750,965,850,290,0
2018, NT412 ,3265,3265,1390,1875,0,230,515,950,975,575,15
2018, NT413 ,1865,1865,775,1090,0,155,335,470,590,310,0
2018, NT418 ,2985,2985,1150,1830,0,250,590,890,835,395,15
2018, NT419 ,565,565,225,340,0,10,35,110,180,215,15
2018, NT420 ,3450,3450,1625,1825,0,315,615,1045,1070,395,0
2018, NT421 ,1830,1830,735,1095,0,135,365,625,455,230,15
2018, NT422 ,7800,7800,3680,4115,0,1055,2560,2220,1430,495,15
2018, NT423 ,1405,1405,645,760,0,90,285,440,430,155,0
2018, NT424 ,2905,2905,1325,1575,0,270,575,960,835,265,0
2018, NT427 ,2670,2670,1010,1660,0,155,455,880,750,395,10
2018, NT428 ,855,855,370,485,0,85,240,280,185,60,0
2018, NT429 ,1135,1135,520,615,0,155,310,345,250,70,0
2018, NT430 ,3210,3210,1520,1690,0,170,435,725,1105,735,35
2018, NT431 ,465,465,210,255,0,30,110,125,105,80,0
2018, NT432 ,1705,1705,940,765,0,120,175,350,635,410,10
2018, NT434 ,1625,1625,700,925,0,65,320,530,520,180,0
2018, NT435 ,310,310,185,125,0,20,60,115,85,30,0
2018, NT437 ,1145,1145,400,745,0,135,265,315,270,150,10
2018, NT438 ,1060,1060,460,600,0,65,170,260,310,245,10
2018, NT439 ,2660,2660,1205,1450,0,310,600,885,700,160,0
2018, NT443 ,1115,1115,610,505,0,30,80,275,455,270,0
2018, NT440 ,1155,1155,405,750,0,115,285,385,285,80,0
2018, NT441 ,4190,4190,1970,2220,0,250,700,1270,1440,520,10
2018, NT497 ,3005,3005,1345,1660,0,125,370,750,1030,695,35
2018, NT455 ,1000,1000,405,590,0,80,180,300,260,155,20
2018, NT490 ,2110,2110,880,1180,0,25,35,175,760,1045,70
2018, NT446 ,1375,1375,655,715,0,65,195,335,515,265,0
2018, NT451 ,2350,2350,855,1490,0,245,630,690,490,270,10
2018, NT447 ,830,830,435,395,0,45,135,245,255,145,0
2018, NT445 ,2895,2895,1395,1495,0,395,740,910,645,195,0
2018, NT448 ,2870,2870,1370,1495,0,250,585,890,845,295,0
2018, NT449 ,1640,1640,710,930,0,75,240,535,530,250,0
2018, NT450 ,1240,1240,565,675,0,65,95,315,440,305,20
2018, NT457 ,5065,5065,2180,2880,0,310,740,1425,1655,885,40
2018, RMC ,95735,85330,33695,51635,15185,14845,15090,13365,17840,16535,2570
2018, NVC27 ,3290,3290,1450,1840,0,210,420,900,1030,705,30
2018, TAD ,1320,980,555,425,0,375,395,300,160,75,10
2018, RAE ,171595,142055,57225,84825,21405,28080,30440,27795,31325,27025,5005
2018, RXH ,144205,117810,55765,62020,17365,12135,17445,25355,31335,31410,6605
